,ARREST_DATE, TOP_CHARGE_DESCRIPTION,HOME_PSA,CRIME_PSA
9396,5/24/16,Absconder (Custody Order),106,106
9397,5/24/16,Absconder (Custody Order),409,105
9398,5/24/16,Throwing Stones Or Missiles - Any Person Who Throws Stones Or Other Missiles At Persons Passing On The Street Or In Any Other P,505,505
9399,5/24/16,Attempt To Commit Robbery,601,608
9400,5/24/16,Throwing Stones Or Missiles - Any Person Who Throws Stones Or Other Missiles At Persons Passing On The Street Or In Any Other P,Unk,505
9401,5/25/16,Simple Assault,401,401
9402,5/25/16,Fugitive From Justice,403,403
9403,5/25/16,Assault On A Police Officer (simple Assault),502,JPC
9404,5/25/16,Attempt To Commit Robbery,506,506
9405,5/25/16,Theft Second Degree (all Other Larceny),507,103
9406,5/25/16,Absconder (Custody Order),602,602
9407,5/25/16,Failure To Appear (OAG),603,Court
9408,5/25/16,Failure To Appear (OAG),603,Court
9409,5/25/16,Sex Abuse- Misd,606,108
9410,5/25/16,Robbery,701,701
9411,5/25/16,Robbery,701,105
9412,5/25/16,Robbery,701,105
9413,5/25/16,Absconder (Custody Order),708,708
9414,5/25/16,Fugitive From Justice,Unk,Court
9415,5/26/16,Robbery,Out of State,106
9416,5/26/16,Consumption of marijuana in public space prohibited; impairment prohibited,304,308
9417,5/26/16,Consumption of marijuana in public space prohibited; impairment prohibited,308,308
9418,5/26/16,Theft (theft From Motor Vehicle),507,708
9419,5/26/16,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,602,602
9420,5/26/16,Theft Second Degree (all Other Larceny),603,603
9421,5/26/16,Simple Assault,604,604
9422,5/26/16,Threats To Do Bodily Harm -misd,702,601
9423,5/26/16,Unlawful Entry,703,302
9424,5/26/16,Assault On A Police Officer (simple Assault),704,JPC
9425,5/26/16,False Fire Alarm,704,602
9426,5/26/16,Assault With Intent To Commit Any Other Offense,706,607
9427,5/27/16,Robbery,105,302
9428,5/27/16,Robbery,302,302
9429,5/27/16,Simple Assault,403,506
9430,5/27/16,Robbery,501,501
9431,5/27/16,Theft Second Degree (theft From Building),502,102
9432,5/27/16,Affray,605,701
9433,5/27/16,Assault With A Dangerous Weapon,608,501
9434,5/27/16,Absconder (Custody Order),608,608
9435,5/27/16,Possess Controlled Substance,701,701
9436,5/27/16,Simple Assault,702,704
9437,5/27/16,Affray,703,701
9438,5/27/16,Failure To Appear (OAG),703,703
9439,5/27/16,Simple Assault,708,708
9440,5/27/16,Theft Second Degree (theft From Building),Unk,505
9441,5/28/16,Simple Assault,Out of State,507
9442,5/28/16,Carry Pistol Outside Home/business,403,403
9443,5/28/16,Theft Second Degree (all Other Larceny),605,606
9444,5/28/16,Theft Second Degree (all Other Larceny),708,307
9445,5/29/16,Simple Assault,Out of State,405
9446,5/29/16,Disorderly Conduct,Unk,405
9447,5/29/16,Simple Assault,102,102
9448,5/29/16,Simple Assault,402,402
9449,5/29/16,Theft Second Degree (all Other Larceny),505,505
9450,5/29/16,Theft Second Degree (all Other Larceny),505,505
9451,5/29/16,Simple Assault,602,405
9452,5/29/16,Absconder (Custody Order),Unk,108
9453,5/30/16,Simple Assault,404,404
9454,5/30/16,Disorderly Conduct,404,102
9455,5/30/16,Assault With A Dangerous Weapon,602,602
9456,5/30/16,Destruction Of Property Less Than $1000,603,603
9457,5/30/16,Threats To Do Bodily Harm -misd,604,604
9458,5/30/16,Simple Assault,604,604
9459,5/30/16,Simple Assault,706,706
9460,5/31/16,Absconder (Custody Order),Out of State,405
9461,5/31/16,Contempt - Condition Of Release Violation,403,302
9462,5/31/16,Simple Assault,506,506
9463,5/31/16,Simple Assault,601,504
9464,5/31/16,Attempt To Commit Robbery,605,403
9465,5/31/16,Robbery,Unk,202
9466,5/31/16,Simple Assault,Unk,405
9467,5/31/16,Threats To Do Bodily Harm -misd,706,706
9468,6/1/16,Absconder (Custody Order),302,Court
9469,6/1/16,Robbery,407,403
9470,6/1/16,Simple Assault,507,507
9471,6/1/16,Failure To Appear (OAG),602,Court
9472,6/1/16,Simple Assault,702,607
9473,6/1/16,Assault With A Dangerous Weapon,703,District
9474,6/1/16,Absconder (Custody Order),703,604
9475,6/1/16,Simple Assault,704,206
9476,6/1/16,Fugitive From Justice,705,JPC
9477,6/1/16,Absconder (Custody Order),705,Court
9478,6/1/16,Simple Assault,706,302
9479,6/2/16,Absconder (Custody Order),Out of State,District
9480,6/2/16,Fugitive From Justice,507,Court
9481,6/2/16,Theft Second Degree (all Other Larceny),402,402
9482,6/2/16,Metro - Fail To Pay Fare,608,505
9483,6/3/16,Simple Assault,106,108
9484,6/3/16,Theft Second Degree (all Other Larceny),308,603
9485,6/3/16,Fugitive From Justice,402,108
9486,6/3/16,Theft Second Degree (all Other Larceny),608,603
9487,6/4/16,Absconder (Custody Order),405,405
9488,6/4/16,Poss Prohibited Weapon -other,502,102
9489,6/4/16,Assault W/i To Commit Robbery (aggravated Assault),603,603
9490,6/4/16,Consumption of marijuana in public space prohibited; impairment prohibited,607,703
9491,6/4/16,Gambling,702,701
9492,6/4/16,Assault On A Police Officer (simple Assault),706,706
9493,6/4/16,Consumption of marijuana in public space prohibited; impairment prohibited,707,703
9494,6/5/16,Fugitive From Justice,308,407
9495,6/5/16,Threats To Do Bodily Harm -misd,409,506
9496,6/5/16,Destruction Of Property Less Than $1000,707,707
9497,6/6/16,Theft Second Degree (theft From Building),Out of State,206
9498,6/6/16,Possession Of Bb Gun,405,401
9499,6/6/16,Theft (theft From Motor Vehicle),502,103
9500,6/6/16,Unlawful Entry,502,103
9501,6/6/16,Theft Second Degree (all Other Larceny),503,503
9502,6/6/16,Theft Second Degree (theft From Building),503,701
9503,6/6/16,Theft Second Degree (theft From Building),503,701
9504,6/6/16,Failure To Appear (OAG),601,Court
9505,6/6/16,Threat To Kidnap Or Injure A Person,602,108
9506,6/6/16,Absconder (Custody Order),604,604
9507,6/6/16,Simple Assault,604,604
9508,6/6/16,Unauthorized Use Of A Vehicle,604,706
9509,6/6/16,Theft Second Degree (all Other Larceny),701,701
9510,6/6/16,Fugitive From Justice,705,103
9511,6/6/16,Fugitive From Justice,Unk,703
9512,6/7/16,Assault On A Police Officer (simple Assault),104,102
9513,6/7/16,Simple Assault,505,302
9514,6/7/16,Simple Assault,506,302
9515,6/7/16,Simple Assault,507,507
9516,6/7/16,First Degree Sexual Abuse,507,507
9517,6/7/16,Carry Pistol Outside Home/business,604,601
9518,6/7/16,Absconder (Custody Order),604,Court
9519,6/7/16,Carry Pistol Outside Home/business,701,601
9520,6/7/16,,707,706
9521,6/7/16,Burglary Two,707,706
9522,6/7/16,Metro - Fail To Pay Fare,707,504
9523,6/7/16,Assault With A Dangerous Weapon,708,607
9524,6/7/16,Assault On A Police Officer (simple Assault),Unk,102
9525,6/8/16,Absconder (Custody Order),Out of State,Court
9526,6/8/16,Theft Second Degree (all Other Larceny),302,207
9527,6/8/16,Absconder (Custody Order),406,Court
9528,6/8/16,Robbery,502,502
9529,6/8/16,Theft Second Degree (theft From Building),506,202
9530,6/8/16,Assault On A Police Officer (simple Assault),507,102
9531,6/8/16,Absconder (Custody Order),602,605
9532,6/8/16,Receiving Stolen Property,604,603
9533,6/8/16,Fugitive From Justice,608,608
9534,6/8/16,Robbery,701,305
9535,6/9/16,Assault On A Police Officer (simple Assault),106,106
9536,6/9/16,Absconder (Custody Order),403,Court
9537,6/9/16,Absconder (Custody Order),602,Court
9538,6/9/16,Possession Of Bb Gun,606,502
9539,6/9/16,Assault On A Police Officer (simple Assault),701,106
9540,6/10/16,Absconder (Custody Order),106,106
9541,6/10/16,Threats To Do Bodily Harm -misd,501,501
9542,6/10/16,Robbery,503,504
9543,6/10/16,Robbery,507,408
9544,6/10/16,Absconder (Custody Order),602,407
9545,6/10/16,Failure To Appear (OAG),608,106
9546,6/10/16,Failure To Appear (OAG),702,702
9547,6/10/16,Simple Assault,703,703
9548,6/10/16,Burglary Two,704,706
9549,6/10/16,Theft First Degree (theft From Building),704,507
9550,6/10/16,Unlawful Entry,703,703
9551,6/11/16,Simple Assault,304,304
9552,6/11/16,Possession Of Unregistered Ammunition,704,704
9553,6/12/16,Metro - Fail To Pay Fare,Out of State,102
9554,6/12/16,Consumption of marijuana in public space prohibited; impairment prohibited,Out of State,304
9555,6/12/16,Theft First Degree (purse-snatching),506,207
9556,6/12/16,Absconder (Custody Order),602,702
9557,6/12/16,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,706,706
9558,6/12/16,Failure To Appear (OAG),706,Court
9559,6/12/16,Metro - Fail To Pay Fare,Unk,405
9560,6/12/16,Destruction Of Public Property,Unk,106
9561,6/12/16,Failure To Appear (OAG),Unk,Court
9562,6/13/16,Absconder (Custody Order),105,Court
9563,6/13/16,Theft Second Degree (theft From Building),106,606
9564,6/13/16,Absconder (Custody Order),406,District
9565,6/13/16,Theft Second Degree (all Other Larceny),409,302
9566,6/13/16,Absconder (Custody Order),604,Court
9567,6/13/16,Simple Assault,605,602
9568,6/13/16,Robbery,606,106
9569,6/13/16,Simple Assault,701,105
9570,6/13/16,Simple Assault,Unk,106
9571,6/14/16,Panhandling - Public Transportation,Out of State,208
9572,6/14/16,Sex Abuse- Misd,Out of State,107
9573,6/14/16,Arson,504,504
9574,6/14/16,Simple Assault,506,102
9575,6/14/16,Failure To Appear (OAG),702,702
9576,6/15/16,Absconder (Custody Order),106,Court
9577,6/15/16,Assault On A Police Officer (simple Assault),302,302
9578,6/15/16,Assault On A Police Officer (simple Assault),302,302
9579,6/15/16,Simple Assault,407,407
9580,6/15/16,Simple Assault,407,407
9581,6/15/16,Threats To Do Bodily Harm -misd,505,108
9582,6/15/16,Assault On A Police Officer (simple Assault),601,302
9583,6/15/16,Absconder (Custody Order),604,604
9584,6/15/16,Assault With A Dangerous Weapon,706,703
9585,6/15/16,Theft Second Degree (theft From Building),707,302
9586,6/16/16,Simple Assault,106,JPC
9587,6/16/16,Simple Assault,301,JPC
9588,6/16/16,Destruction Of Property Less Than $1000,402,402
9589,6/16/16,Simple Assault,407,JPC
9590,6/16/16,Simple Assault,503,506
9591,6/16/16,Custody Order (Pre-Petition),507,JPC
9592,6/16/16,Simple Assault,602,JPC
9593,6/16/16,Simple Assault,602,JPC
9594,6/16/16,Simple Assault,603,JPC
9595,6/16/16,Absconder (Custody Order),603,Court
9596,6/16/16,Unauthorized Use Of A Vehicle,604,307
9597,6/16/16,Simple Assault,701,701
9598,6/16/16,Simple Assault,703,JPC
9599,6/16/16,Carry Pistol W/o Lic (misd),703,103
9600,6/16/16,Simple Assault,704,405
9601,6/17/16,Theft (theft From Motor Vehicle),103,501
9602,6/17/16,Destruction Of Property Less Than $1000,403,401
9603,6/17/16,Robbery,507,507
9604,6/17/16,Failure To Appear (USAO),604,Court
9605,6/18/16,Simple Assault,Out of State,102
9606,6/18/16,Failure To Appear (USAO),302,Court
9607,6/18/16,Robbery,603,607
9608,6/18/16,Robbery,603,607
9609,6/18/16,Theft Second Degree (all Other Larceny),604,604
9610,6/18/16,Simple Assault,708,107
9611,6/19/16,Simple Assault,103,501
9612,6/19/16,Simple Assault,402,JPC
9613,6/19/16,Absconder (Custody Order),604,604
9614,6/19/16,Theft (theft From Motor Vehicle),708,708
9615,6/20/16,Simple Assault,302,604
9616,6/20/16,Absconder (Custody Order),604,604
9617,6/20/16,Simple Assault,605,605
9618,6/20/16,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,608,608
9619,6/20/16,Metro - Fail To Pay Fare,701,602
9620,6/21/16,Fugitive From Justice,Out of State,JPC
9621,6/21/16,Theft Second Degree (all Other Larceny),106,106
9622,6/21/16,Failure To Appear (OAG),106,106
9623,6/21/16,Destruction Of Property Less Than $1000,406,406
9624,6/21/16,Simple Assault,406,406
9625,6/21/16,Obstructing Justice,706,505
9626,6/21/16,Absconder (Custody Order),Unk,706
9627,6/22/16,First Degree Child Sex Abuse (rape),Out of State,702
9628,6/22/16,Unauthorized Use Of A Vehicle,Out of State,701
9629,6/22/16,Threats To Do Bodily Harm -misd,104,104
9630,6/22/16,Possession Of Unregistered Ammunition,402,402
9631,6/22/16,Robbery,405,501
9632,6/22/16,Assault With A Dangerous Weapon,505,505
9633,6/22/16,Unauthorized Use Of A Vehicle,507,707
9634,6/22/16,Deface Private/public Property,603,506
9635,6/22/16,Unauthorized Use Of A Vehicle,605,701
9636,6/22/16,Threats To Do Bodily Harm -misd,607,701
9637,6/22/16,Simple Assault,705,705
9638,6/23/16,Absconder (Custody Order),Out of State,603
9639,6/23/16,Driving Under Influence-1st Off,Out of State,105
9640,6/23/16,Absconder (Custody Order),105,105
9641,6/23/16,Theft Second Degree (all Other Larceny),106,101
9642,6/23/16,Theft Second Degree (all Other Larceny),308,101
9643,6/23/16,Absconder (Custody Order),404,405
9644,6/23/16,Absconder (Custody Order),404,404
9645,6/23/16,No Permit,404,202
9646,6/23/16,Unlawful Entry,502,502
9647,6/23/16,Poss Prohibited Weapon -other,603,703
9648,6/23/16,Fugitive From Justice,604,503
9649,6/23/16,Absconder (Custody Order),702,Court
9650,6/23/16,Possession Of Destructive Device,703,505
9651,6/23/16,Absconder (Custody Order),704,102
9652,6/23/16,Throwing Stones Or Missiles - Any Person Who Throws Stones Or Other Missiles At Persons Passing On The Street Or In Any Other P,708,407
9653,6/24/16,Unlawful Entry,Out of State,701
9654,6/24/16,Absconder (Custody Order),502,105
9655,6/24/16,Burglary Two,506,506
9656,6/24/16,Robbery,602,501
9657,6/24/16,Absconder (Custody Order),604,102
9658,6/24/16,Simple Assault,607,506
9659,6/24/16,Failure To Appear (OAG),704,Court
9660,6/24/16,Absconder (Custody Order),707,102
9661,6/25/16,Absconder (Custody Order),507,507
9662,6/25/16,Custody Order (Pre-Petition),407,305
9663,6/25/16,Simple Assault,409,409
9664,6/25/16,Assault On A Police Officer (simple Assault),602,604
9665,6/25/16,Theft First Degree (Stolen Auto),602,608
9666,6/25/16,Theft First Degree (Stolen Auto),608,608
9667,6/25/16,Theft First Degree (Stolen Auto),608,608
9668,6/25/16,Distribution Of A Controlled Substance,708,708
9669,6/26/16,Assault On A Police Officer (simple Assault),507,507
9670,6/26/16,Possession Of Unregistered Ammunition,703,706
9671,6/26/16,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,Unk,706
9672,6/27/16,Absconder (Custody Order),Out of State,308
9673,6/27/16,Simple Assault,308,308
9674,6/27/16,Aggravated Assault,502,502
9675,6/27/16,Threat To Kidnap Or Injure A Person,502,502
9676,6/27/16,Assault On A Police Officer (simple Assault),502,404
9677,6/27/16,Assault On A Police Officer (simple Assault),601,601
9678,6/27/16,Absconder (Custody Order),602,602
9679,6/27/16,Failure To Appear (OAG),604,703
9680,6/27/16,Assault On A Police Officer (simple Assault),Unk,JPC
9681,6/27/16,Robbery,Unk,702
9682,6/27/16,Assault On A Police Officer (simple Assault),Unk,District
9683,6/28/16,Unauthorized Use Of A Vehicle,Out of State,707
9684,6/28/16,Failure To Appear (OAG),105,102
9685,6/28/16,Absconder (Custody Order),106,Court
9686,6/28/16,Assault On A Police Officer (simple Assault),406,102
9687,6/28/16,Absconder (Custody Order),501,501
9688,6/28/16,Shoplifting,602,409
9689,6/28/16,Custody Order (Pre-Petition),604,108
9690,6/28/16,Shoplifting,606,409
9691,6/28/16,Metro - Fail To Pay Fare,701,302
9692,6/28/16,Robbery,705,102
9693,6/28/16,Robbery,706,706
9694,6/28/16,Robbery,706,706
9695,6/28/16,Robbery,706,706
9696,6/29/16,Fugitive From Justice,Out of State,405
9697,6/29/16,Vending - Vending Without A License,308,101
9698,6/29/16,Unauthorized Use Of A Vehicle,406,503
9699,6/29/16,Murder II,502,302
9700,6/29/16,Robbery,505,503
9701,6/29/16,Simple Assault,506,506
9702,6/29/16,Assault On A Police Officer (simple Assault),506,502
9703,6/29/16,Fugitive From Justice,606,Court
9704,6/30/16,Absconder (Custody Order),Out of State,Court
9705,6/30/16,Simple Assault,706,706
9706,6/30/16,Simple Assault,405,405
9707,6/30/16,Metro - Fail To Pay Fare,502,102
9708,6/30/16,Absconder (Custody Order),505,505
9709,6/30/16,Theft First Degree (Stolen Auto),603,607
9710,6/30/16,Poss Prohibited Weapon,608,Court
9711,6/30/16,Attempt To Commit Robbery,701,107
9712,6/30/16,Robbery,705,408
9713,6/30/16,Receiving Stolen Property,707,607
9714,6/30/16,Theft First Degree (Stolen Auto),Unk,607
9715,,,,
9716,,,,
9717,,,,
9718,NOTES:,,,
9719,"This juvenile arrest report contains all arrests of individuals 17 and under, excluding any arrests that have been expunged.  Only the top charge is reported for each arrest.",,,
9720,"The ""Home PSA"" of all arrests for which a valid District of Columbia address was given are provided.  For all cases where the home address was outside the District of Columbia, the home address field was manually reviewed and marked as ""OUT OF STATE"". ""UNK"" is provided for cases where no address was reported.",,,
9721,"The ""Crime/Arrest PSA"" field contains the PSA associated with the original crime where the arrest record could be matched against the original crime report. For cases where the DC Moultrie Courthouse was indicated as the crime address (e.g., for Juvenile Custody Order, Failure to Appear, Fugitive from Justice, and Booking Order), ""COURT"" was listed as the crime PSA instead of PSA 102 (13% in JAN - JUN 2015).  For cases for which the Juvenile Processing Center (JPC) was indicated as the crime address ,or for cases where other processing locations were listed as the crime address (e.g., District station or MPD Headquarters), ""DISTRICT/JPC"" was listed as the crime PSA (4% in JAN - JUN 2015). For arrest cases without proper crime incident address, it was assumed that the arrest was made at the site of the crime, and the PSA associated with the arrest location was provided. (0.2% in JAN - JUN 2015)  
",,,
9722,7/1/21,Misdemeanor Sexual Abuse Of A Child Or Minor (sexual Assault With An Object),502,701
9723,7/1/21,Robbery,405,306
9724,7/1/21,Absconder (Custody Order),405,106
9725,7/2/21,Absconder (Custody Order),704,704
9726,7/2/21,Robbery,608,107
9727,7/2/21,Unlawful Poss Ammunition,608,507
9728,7/2/21,Carjacking,608,107
9729,7/2/21,Assault W/i To Commit Robbery (aggravated Assault),608,706
9730,7/2/21,Absconder (Custody Order),608,608
9731,7/3/21,Carry Pistol W/o Lic -outside Home/business,507,507
9732,7/3/21,Simple Assault,507,507
9733,7/4/21,Robbery,706,308
9734,7/4/21,Simple Assault,601,601
9735,7/4/21,Simple Assault,507,507
9736,7/4/21,Assault On A Police Officer (simple Assault),604,603
9737,7/5/21,Threats To Do Bodily Harm -misd,703,703
9738,7/5/21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,707,705
9739,7/6/21,Simple Assault,Out of State,307
9740,7/6/21,Absconder (Custody Order),Out of State,COURT
9741,7/6/21,Carjacking,706,106
9742,7/7/21,Simple Assault,502,502
9743,7/7/21,Destruction Of Property Less Than $1000,707,106
9744,7/8/21,Leaving After Colliding- Property Damage,403,506
9745,7/8/21,Simple Assault,602,602
9746,7/8/21,Theft First Degree (Stolen Auto),403,602
9747,7/8/21,Assault With A Dangerous Weapon,604,604
9748,7/8/21,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,604,305
9749,7/8/21,Armed Carjacking,Out of State,506
9750,7/8/21,Armed Carjacking,506,506
9751,7/8/21,Armed Carjacking,306,506
9752,7/8/21,Consumption of marijuana in public space prohibited,201,103
9753,7/9/21,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,106,407
9754,7/9/21,Robbery,102,605
9755,7/9/21,Absconder (Custody Order),603,603
9756,7/9/21,Absconder (Custody Order),604,DISTRICT/JPC
9757,7/9/21,Robbery,604,605
9758,7/9/21,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,603,603
9759,7/9/21,Burglary One,UNKNOWN,407
9760,7/9/21,Armed Carjacking,UNKNOWN,106
9761,7/9/21,Assault On A Police Officer (simple Assault),603,106
9762,7/9/21,Simple Assault,603,603
9763,7/9/21,Armed Carjacking,602,106
9764,7/9/21,Absconder (Custody Order),603,603
9765,7/10/21,Assault On A Police Officer (simple Assault),708,708
9766,7/11/21,Absconder (Custody Order),605,DISTRICT/JPC
9767,7/11/21,Absconder (Custody Order),704,COURT
9768,7/11/21,Contempt - Misdemeanor,601,604
9769,7/12/21,Unlawful Entry,707,708
9770,7/12/21,Absconder (Custody Order),Out of State,708
9771,7/12/21,Custody Order (Pre-Petition),Out of State,101
9772,7/12/21,Unauthorized Use Of A Vehicle,Out of State,507
9773,7/12/21,Unauthorized Use Of A Vehicle,Out of State,507
9774,7/12/21,First Degree Child Sex Abuse (sexual Assault With An Object),Out of State,503
9775,7/13/21,Absconder (Custody Order),Out of State,DISTRICT/JPC
9776,7/13/21,Fugitive From Justice,Out of State,DISTRICT/JPC
9777,7/13/21,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,604,604
9778,7/13/21,Unauthorized Use Of A Vehicle,706,307
9779,7/13/21,Unauthorized Use Of A Vehicle,706,307
9780,7/13/21,Fugitive From Justice,601,307
9781,7/13/21,Fugitive From Justice,708,307
9782,7/14/21,Fugitive From Justice,706,DISTRICT/JPC
9783,7/14/21,Unauthorized Use Of A Vehicle,409,106
9784,7/14/21,Unauthorized Use Of A Vehicle,502,106
9785,7/14/21,Unauthorized Use Of A Vehicle,409,106
9786,7/14/21,Unauthorized Use Of A Vehicle,106,106
9787,7/14/21,Unauthorized Use Of A Vehicle,502,106
9788,7/14/21,Unauthorized Use Of A Vehicle,605,106
9789,7/14/21,Absconder (Custody Order),304,COURT
9790,7/16/21,Absconder (Custody Order),302,DISTRICT/JPC
9791,7/16/21,Possession Of Destructive Device,706,703
9792,7/18/21,Possession Of Unregistered Ammunition,Out of State,207
9793,7/18/21,Fugitive From Justice,Out of State,207
9794,7/18/21,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,605,604
9795,7/19/21,Failure To Appear (OAG),702,101
9796,7/19/21,Custody Order (Pre-Petition),702,101
9797,7/19/21,Simple Assault,104,405
9798,7/20/21,Destruction Of Property Less Than $1000,Out of State,602
9799,7/20/21,Absconder (Custody Order),708,COURT
9800,7/20/21,Absconder (Custody Order),701,101
9801,7/20/21,Assault W/i To Commit Robbery (aggravated Assault),706,706
9802,7/20/21,Fugitive From Justice,106,106
9803,7/21/21,Absconder (Custody Order),505,COURT
9804,7/21/21,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,704,207
9805,7/21/21,Unauthorized Use Of A Vehicle,302,301
9806,7/21/21,Theft First Degree (Stolen Auto),302,209
9807,7/21/21,Robbery,302,404
9808,7/22/21,"Loaning Registration, Misuse Of Temporary Tags",302,COURT
9809,7/22/21,Leaving After Colliding - Risk To Others,603,602
9810,7/22/21,Armed Carjacking,603,607
9811,7/22/21,Destruction Of Property Less Than $1000,104,104
9812,7/22/21,Fugitive From Justice,605,DISTRICT/JPC
9813,7/22/21,Carry Pistol W/o Lic -outside Home/business,603,705
9814,7/22/21,Resisting Arrest,302,COURT
9815,7/22/21,Unauthorized Use Of A Vehicle,603,602
9816,7/22/21,Armed Carjacking,603,106
9817,7/23/21,Armed Carjacking,603,106
9818,7/23/21,Armed Carjacking,603,607
9819,7/23/21,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,Out of State,501
9820,7/24/21,Robbery,704,504
9821,7/24/21,Simple Assault,102,COURT
9822,7/24/21,Robbery,605,504
9823,7/24/21,Robbery,607,504
9824,7/24/21,Speeding and reckless driving,403,503
9825,7/24/21,Unlawful Entry Of A Motor Vehicle,607,503
9826,7/25/21,Destruction Of Property Less Than $1000,604,605
9827,7/25/21,Absconder (Custody Order),604,605
9828,7/26/21,Absconder (Custody Order),604,DISTRICT/JPC
9829,7/26/21,Robbery,608,703
9830,7/26/21,Poss W/i To Dist Marijuana-fel,502,403
9831,7/26/21,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,Out of State,601
9832,7/26/21,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,507,601
9833,7/27/21,Absconder (Custody Order),604,604
9834,7/27/21,Simple Assault,107,107
9835,7/27/21,Unauthorized Use Of A Vehicle,608,604
9836,7/27/21,Unauthorized Use Of A Vehicle,605,604
9837,7/27/21,Absconder (Custody Order),405,DISTRICT/JPC
9838,7/27/21,Carry Pistol W/o Lic -outside Home/business,701,701
9839,7/27/21,Theft First Degree (Stolen Auto),302,408
9840,7/27/21,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,302,302
9841,7/28/21,Simple Assault,605,605
9842,7/28/21,Absconder (Custody Order),604,302
9843,7/28/21,Unauthorized Use Of A Vehicle,604,507
9844,7/28/21,Receiving Stolen Property,604,302
9845,7/28/21,Armed Carjacking,UNKNOWN,104
9846,7/29/21,Custody Order (Pre-Petition),502,308
9847,7/29/21,Custody Order (Pre-Petition),308,608
9848,7/29/21,Absconder (Custody Order),308,COURT
9849,7/29/21,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,105,105
9850,7/29/21,Failure To Appear (OAG),704,COURT
9851,7/31/21,Assault With A Dangerous Weapon,Out of State,507
9852,7/31/21,Robbery,603,703
9853,7/31/21,Absconder (Custody Order),106,603
9854,7/31/21,Fugitive From Justice,UNKNOWN,DISTRICT/JPC
9855,7/31/21,Robbery,UNKNOWN,507
9856,7/31/21,Carjacking,603,607
9857,7/31/21,Armed Carjacking,603,703
9858,7/31/21,Robbery,603,703
9859,7/31/21,Carjacking,603,607
9860,7/31/21,Armed Carjacking,603,703
9861,7/31/21,Robbery,603,703
9862,7/31/21,Armed Carjacking,603,106
9863,7/31/21,Unauthorized Use Of A Vehicle,603,603
9864,7/31/21,Armed Carjacking,603,607
9865,7/31/21,Theft First Degree (Stolen Auto),603,603
9866,7/31/21,Receiving Stolen Property-misd,506,108
9867,7/31/21,Receiving Stolen Property,506,107
9868,7/31/21,Receiving Stolen Property-misd,506,108
9869,8/1/21,Armed Carjacking,603,703
9870,8/2/21,First Degree Child Sex Abuse (sodomy),502,502
9871,8/2/21,Absconder (Custody Order),UNKNOWN,DISTRICT/JPC
9872,8/2/21,Unauthorized Use Of A Vehicle - Crime Of Violence,102,507
9873,8/2/21,Unauthorized Use Of A Vehicle - Crime Of Violence,204,507
9874,8/2/21,Unauthorized Use Of A Vehicle,UNKNOWN,607
9875,8/2/21,Simple Assault,603,603
9876,8/3/21,Reckless Driving,404,108
9877,8/3/21,Simple Assault,603,603
9878,8/4/21,Aggravated Assault Knowingly,702,DISTRICT/JPC
9879,8/4/21,Possession Of A Large Capacity Ammunition Feeding Device (and),601,701
9880,8/4/21,Unauthorized Use Of A Vehicle,Out of State,208
9881,8/5/21,Robbery,604,302
9882,8/5/21,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,UNKNOWN,703
9883,8/5/21,Fugitive From Justice,707,DISTRICT/JPC
9884,8/5/21,Armed Carjacking,706,305
9885,8/5/21,Threat To Kidnap Or Injure A Person,704,404
9886,8/6/21,Simple Assault,702,402
9887,8/6/21,Unlawful Entry Of A Motor Vehicle,603,402
9888,8/8/21,Robbery,706,705
9889,8/8/21,Simple Assault,603,603
9890,8/8/21,Custody Order (Pre-Petition),603,603
9891,8/8/21,Robbery,706,705
9892,8/10/21,Absconder (Custody Order),705,COURT
9893,8/10/21,Absconder (Custody Order),604,605
9894,8/10/21,Simple Assault,708,703
9895,8/10/21,Assault W/i To Commit Robbery (aggravated Assault),705,101
9896,8/10/21,Simple Assault,707,703
9897,8/10/21,Assault W/i To Commit Robbery (aggravated Assault),603,101
9898,8/10/21,Simple Assault,601,601
9899,8/10/21,Simple Assault,601,103
9900,8/11/21,Armed Carjacking,308,107
9901,8/11/21,Failure To Appear (OAG),702,702
9902,8/11/21,Armed Carjacking,607,602
9903,8/11/21,Armed Carjacking,607,104
9904,8/11/21,Unarmed Carjacking,607,501
